,1,2
12,T11,Non-query-able 123 172	History of allergic reaction to study medications
0,T1,Drug 28 47	systemic antibiotic
1,T2,Temporal 54 80	over the previous 4 months
2,T3,Observation 17 24	history
3,R1,Has_temporal Arg1:T1 Arg2:T2
4,R2,Has_temporal Arg1:T1 Arg2:T3
5,T4,Condition 100 108	pregnant
6,T5,Procedure 136 170	non-surgical periodontal treatment
7,T6,Temporal 171 195	within the past 6 months
8,R3,Has_temporal Arg1:T5 Arg2:T6
9,T7,Procedure 223 253	surgical periodontal treatment
10,T8,Temporal 254 279	within the past 12 months
11,R4,Has_temporal Arg1:T7 Arg2:T8
12,T9,Condition 299 306	smokers
13,T10,Condition 335 341	stroke
14,T11,Procedure 348 374	acute cardiovascular event
15,T12,Temporal 375 402	over the previous 12 months
16,R5,Has_temporal Arg1:T11 Arg2:T12
17,*,OR T10 T11
0,T1,Drug 31 55	MF59-containing vaccines
1,T2,Drug 62 67	Fluad
2,T3,Drug 72 80	Addigrip
3,T4,Drug 85 118	virosome-based influenza vaccines
4,T5,Drug 127 137	Inflexal V
5,T6,Drug 140 154	InfectoVac Flu
6,T7,Drug 159 166	Invivac
7,T8,Temporal 168 205	during the 2006-2007 influenza season
8,*,OR T6 T7 T5
9,T9,"Scope 127 167	Inflexal V™, InfectoVac Flu™ or Invivac™"
10,R1,Subsumes Arg1:T4 Arg2:T9
11,T10,Scope 62 81	Fluad™ or Addigrip™
12,*,OR T2 T3
13,R2,Subsumes Arg1:T1 Arg2:T10
14,*,OR T1 T4
15,T11,"Scope 31 167	MF59-containing vaccines, e.g. Fluad™ or Addigrip™ or virosome-based influenza vaccines such as Inflexal V™, InfectoVac Flu™ or Invivac™"
16,R3,Has_temporal Arg1:T11 Arg2:T8
17,T12,Temporal 244 258;317 349	within 2 weeks prior to enrolment in this study
18,T13,Temporal 244 250;289 296;317 349	within 4 weeks prior to enrolment in this study
19,T14,Drug 264 284	inactivated vaccines
20,A1,Optional T14
21,R4,Has_temporal Arg1:T14 Arg2:T12
22,T15,Drug 302 315	live vaccines
23,A2,Optional T15
24,R5,Has_temporal Arg1:T15 Arg2:T13
25,*,OR T14 T15
26,T16,Drug 226 243	licensed vaccines
27,T17,Scope 244 349	within 2 weeks (for inactivated vaccines) or 4 weeks (for live vaccines) prior to enrolment in this study
28,R6,Has_scope Arg1:T16 Arg2:T17
29,T18,Drug 380 387	vaccine
30,T19,Qualifier 392 422	foreseen by the study protocol
31,T20,Negation 388 391	not
32,*,OR T19 T20
33,R7,Has_qualifier Arg1:T18 Arg2:T19
34,T21,Temporal 423 436	up to 30 days
35,T22,Drug 454 465	vaccination
36,T23,Value 447 453	second
37,R8,AND Arg1:T23 Arg2:T22
38,T24,Drug 471 483	H5N1 vaccine
39,R9,AND Arg1:T22 Arg2:T24
40,R10,Has_value Arg1:T21 Arg2:T23
41,R11,Has_temporal Arg1:T18 Arg2:T21
42,T25,Temporal 521 538	more than 14 days
43,T26,Qualifier 486 493	Chronic
44,T27,Drug 543 561	immunosuppressants
45,R13,Subsumes Arg1:T26 Arg2:T25
46,T28,Drug 565 593	other immune-modifying drugs
47,T29,Temporal 594 617	within six months prior
48,T30,Scope 543 593	immunosuppressants or other immune-modifying drugs
49,R12,Has_qualifier Arg1:T30 Arg2:T26
50,R14,Has_temporal Arg1:T30 Arg2:T29
51,T31,Condition 696 713;733 742	immunosuppressive condition
52,T32,Condition 717 742	immunodeficient condition
53,*,OR T32 T31
54,T33,Qualifier 673 682	confirmed
55,T34,Qualifier 686 695	suspected
56,*,OR T33 T34
57,T35,Scope 673 695	confirmed or suspected
58,T36,Scope 696 742	immunosuppressive or immunodeficient condition
59,R15,Has_scope Arg1:T36 Arg2:T35
60,T37,Condition 840 867	chronic alcohol consumption
61,T38,Condition 875 885	drug abuse
62,*,OR T37 T38
63,T39,Observation 829 836	History
64,T40,Scope 840 885	chronic alcohol consumption and/or drug abuse
65,R16,Has_scope Arg1:T39 Arg2:T40
66,T41,Condition 899 927	hypersensitivity to vaccines
67,T42,Observation 888 895	History
68,R17,AND Arg1:T42 Arg2:T41
69,T43,Condition 941 957	allergic disease
70,T44,Condition 941 949;961 970	allergic reactions
71,*,OR T44 T43
72,T45,Observation 930 937	History
73,T46,Scope 1039 1065	egg and thiomersal allergy
74,T47,Condition 1039 1042;1058 1065	egg allergy
75,T48,Condition 1047 1065	thiomersal allergy
76,T49,Scope 941 970	allergic disease or reactions
77,R18,Subsumes Arg1:T49 Arg2:T46
78,R19,Has_scope Arg1:T45 Arg2:T49
79,T51,Condition 1109 1123;1142 1164	cardiovascular functional abnormality
80,T52,Condition 1125 1132;1142 1164	hepatic functional abnormality
81,T53,Condition 1136 1164	renal functional abnormality
82,T50,Condition 1098 1107;1142 1164	pulmonary functional abnormality
83,*,OR T50 T51 T52 T53
84,T54,Condition 1236 1249	Acute disease
85,T55,Temporal 1250 1274	at the time of enrolment
86,R20,Has_temporal Arg1:T54 Arg2:T55
87,T56,Condition 1337 1354;1418 1426	chronic pulmonary disorder
88,T57,Condition 1337 1344;1356 1370;1418 1426	chronic cardiovascular disorder
89,T58,Condition 1337 1344;1372 1377;1418 1426	chronic renal disorder
90,T59,Condition 1337 1344;1379 1391;1418 1426	chronic neurological disorder
91,T60,Condition 1337 1344;1393 1404;1418 1426	chronic psychiatric disorder
92,T61,Condition 1337 1344;1408 1426	chronic metabolic disorder
93,*,OR T56 T57 T58 T59 T60 T61
94,T62,Drug 1506 1521	immunoglobulins
95,T63,Drug 1529 1547	any blood products
96,*,OR T62 T63
97,T64,Temporal 1548 1603	within the three months preceding the first vaccination
98,T65,Scope 1506 1547	immunoglobulins and/or any blood products
99,T66,Condition 1821 1830	condition
100,T67,Qualifier 1831 1836;1874 1926	which prevents the subject from participation in the study
101,R22,Has_qualifier Arg1:T66 Arg2:T67
102,T68,Non-representable 1838 1872	in the opinion of the investigator
103,R23,AND Arg1:T67 Arg2:T68
104,T69,"Non-representable 1817 1927	Any condition which, in the opinion of the investigator, prevents the subject from participation in the study."
105,T70,Qualifier 1637 1652	investigational
106,T71,Qualifier 1656 1670	non-registered
107,*,OR T70 T71
108,T72,Drug 1671 1678	product
109,T73,Scope 1637 1670	investigational or non-registered
110,R24,Has_scope Arg1:T72 Arg2:T73
111,T74,Drug 1680 1684	drug
112,T75,Drug 1688 1695	vaccine
113,*,OR T74 T75
114,T76,Scope 1680 1695	drug or vaccine
115,R25,Subsumes Arg1:T72 Arg2:T76
116,T77,Negation 1697 1707	other than
117,T78,Drug 1712 1728	study vaccine(s)
118,R26,Has_negation Arg1:T78 Arg2:T77
119,T79,Qualifier 1697 1728	other than the study vaccine(s)
120,R27,Has_qualifier Arg1:T72 Arg2:T79
121,R28,multi Arg1:T79 Arg2:T78
122,T80,Temporal 1729 1774	within 30 days prior to the first vaccination
123,R29,Has_temporal Arg1:T72 Arg2:T80
124,T81,Reference_point 1753 1774	the first vaccination
125,T82,Procedure 1763 1774	vaccination
126,T83,Temporal 1757 1762	first
127,R30,Has_temporal Arg1:T82 Arg2:T83
128,R31,multi Arg1:T81 Arg2:T82
129,R32,Has_index Arg1:T80 Arg2:T81
130,T84,Mood 1779 1786	planned
131,T85,Temporal 1791 1814	during the study period
132,T86,Procedure 1787 1790	use
133,R33,Has_mood Arg1:T86 Arg2:T84
134,R34,Has_temporal Arg1:T86 Arg2:T85
135,R35,AND Arg1:T72 Arg2:T86
136,T87,Qualifier 1277 1284	Serious
137,T88,Condition 1285 1300	chronic disease
138,R36,Has_qualifier Arg1:T88 Arg2:T87
139,T89,"Scope 1337 1426	chronic pulmonary, cardiovascular, renal, neurological, psychiatric or metabolic disorder"
140,R37,Subsumes Arg1:T88 Arg2:T89
141,T90,Temporal 1607 1623	during the study
142,T91,Reference_point 1582 1603	the first vaccination
143,T92,Procedure 1592 1603	vaccination
144,T93,Temporal 1586 1591	first
145,R38,Has_temporal Arg1:T92 Arg2:T93
146,R39,multi Arg1:T91 Arg2:T92
147,R40,Has_index Arg1:T64 Arg2:T91
148,T94,Scope 1548 1623	within the three months preceding the first vaccination or during the study
149,*,OR T64 T90
150,R21,Has_scope Arg1:T65 Arg2:T94
151,T95,Reference_point 1614 1623	the study
152,R41,Has_index Arg1:T90 Arg2:T95
0,T1,Observation 9 42	provided written informed consent
1,T2,Person 54 58	aged
2,T3,Value 59 82	between 18 and 75 years
3,R1,Has_value Arg1:T2 Arg2:T3
4,T4,Qualifier 90 101	symptomatic
5,T5,Condition 102 104;85 89	OA Knee
6,R2,Has_qualifier Arg1:T5 Arg2:T4
7,T6,Measurement 106 129	Kellgren-Lawrence grade
8,T7,Value 130 133	1-4
9,R3,Has_value Arg1:T6 Arg2:T7
10,T8,Scope 106 133	Kellgren-Lawrence grade 1-4
11,R4,Subsumes Arg1:T4 Arg2:T8
12,T9,Observation 136 143	Failure
13,T10,Procedure 147 169	conservative treatment
14,T11,Temporal 170 191	for at least 3 months
15,R5,Has_context Arg1:T10 Arg2:T9
16,R6,Has_temporal Arg1:T9 Arg2:T11
17,T12,Observation 203 264	agreed to actively participate in the rehabilitation protocol
18,T13,Observation 203 240;269 286	agreed to actively participate in the follow-up program
19,T14,Person 289 293	Male
20,T15,Person 297 303	female
21,*,OR T14 T15
22,T16,Observation 324 340	childbearing age
23,T17,Person 315 320	Women
24,T18,Observation 361 388	method to prevent pregnancy
25,T19,Temporal 390 419	before the surgical treatment
26,T20,Reference_point 397 419	the surgical treatment
27,R7,Has_index Arg1:T19 Arg2:T20
28,T21,Procedure 401 419	surgical treatment
29,R8,AND Arg1:T20 Arg2:T21
30,R9,Has_temporal Arg1:T18 Arg2:T19
31,T22,Scope 315 340	Women of childbearing age
32,A1,Optional T22
33,R10,Has_context Arg1:T22 Arg2:T18
0,T1,Procedure 32 57	ocular refractive surgery
1,T2,Condition 11 67	indicated to have an ocular refractive surgery performed
2,R1,AND Arg1:T2 Arg2:T1
3,T3,Condition 69 75	myopia
4,T4,Condition 77 88	astigmatism
5,T5,Condition 90 102	hypermetropy
6,T6,Qualifier 111 123	Lasik method
7,R2,Has_qualifier Arg1:T1 Arg2:T6
8,*,OR T3 T4 T5
9,T7,"Scope 69 102	myopia, astigmatism, hypermetropy"
10,R3,Subsumes Arg1:T2 Arg2:T7
11,T8,Condition 145 162	normal eye fundus
12,T9,Measurement 152 162	eye fundus
13,T10,Value 145 151	normal
14,R4,Has_value Arg1:T9 Arg2:T10
15,R5,AND Arg1:T8 Arg2:T9
16,T11,Measurement 177 203	intraocular pressure (IOP)
17,T12,Value 204 213	≤ 20 mmHg
18,R6,Has_value Arg1:T11 Arg2:T12
0,T1,Qualifier 20 29	untreated
1,T2,Qualifier 0 15	Newly diagnosed
2,T3,Measurement 30 42	sputum smear
3,T4,Value 43 51	positive
4,T5,Condition 52 64	tuberculosis
5,R1,Has_value Arg1:T3 Arg2:T4
6,*,OR T1 T2
7,R2,AND Arg1:T5 Arg2:T3
8,T6,Scope 0 29	Newly diagnosed and untreated
9,R3,Has_scope Arg1:T5 Arg2:T6
10,T7,Condition 74 90	Pulmonary lesion
11,T8,Condition 107 109	TB
12,T9,Procedure 113 137	radiological examination
13,T10,Qualifier 91 109	consistent with TB
14,R4,multi Arg1:T10 Arg2:T8
15,R5,Has_qualifier Arg1:T7 Arg2:T10
16,R6,AND Arg1:T9 Arg2:T7
17,T11,Value 139 147	Positive
18,T12,Measurement 148 162	sputum culture
19,R7,Has_value Arg1:T12 Arg2:T11
20,T13,Condition 207 233	Mycobacterium tuberculosis
21,T14,Qualifier 182 196	bacterial type
22,R8,Has_qualifier Arg1:T13 Arg2:T14
23,T15,Measurement 235 267	MGIT drug sensitivity test (DST)
24,T16,"Value 280 366	sensitive of the first-line drugs (isoniazid, streptomycin, rifampicin and ethambutol)"
25,T17,Drug 297 313	first-line drugs
26,T18,Drug 315 324	isoniazid
27,T19,Drug 326 338	streptomycin
28,T20,Drug 340 350	rifampicin
29,T21,Drug 355 365	ethambutol
30,*,OR T21 T20 T19 T18
31,T22,"Scope 315 365	isoniazid, streptomycin, rifampicin and ethambutol"
32,R9,Subsumes Arg1:T17 Arg2:T22
33,R10,AND Arg1:T15 Arg2:T17
34,T23,Person 369 372	Age
35,T24,Value 373 394	18 years-65 years old
36,R11,Has_value Arg1:T23 Arg2:T24
37,T25,Person 396 401	Males
38,T26,Negation 405 409	non-
39,T27,Condition 409 417	pregnant
40,T28,Negation 419 423	non-
41,T29,Observation 423 430	nursing
42,T30,Person 431 438	females
43,T31,"Scope 405 438	non-pregnant, non-nursing females"
44,*,OR T31 T25
45,R12,Has_negation Arg1:T27 Arg2:T26
46,R13,Has_negation Arg1:T29 Arg2:T28
47,T32,Measurement 449 473	plasma aminotransferases
48,T33,Measurement 475 478	AST
49,T34,Measurement 480 483	ALT
50,T35,Measurement 440 445;456 473	Serum aminotransferases
51,*,OR T32 T35
52,*,OR T33 T34
53,T36,Scope 440 473	Serum or plasma aminotransferases
54,T37,"Scope 475 483	AST, ALT"
55,R14,Subsumes Arg1:T36 Arg2:T37
56,T38,Value 485 528	less than 3 times the upper limit of normal
57,R15,Has_value Arg1:T36 Arg2:T38
58,T39,Qualifier 539 545	plasma
59,T40,Qualifier 530 535	Serum
60,T41,Measurement 546 561	total bilirubin
61,*,OR T39 T40
62,T42,Value 562 619	less than or equal to 2.5 times the upper limit of normal
63,T43,Scope 530 545	Serum or plasma
64,R16,Has_scope Arg1:T41 Arg2:T43
65,R17,Has_value Arg1:T41 Arg2:T42
66,T44,Qualifier 630 636	plasma
67,T45,Qualifier 621 626	Serum
68,T46,Measurement 637 653	creatinine level
69,T47,Value 654 709	less than or equal to 2 times the upper limit of normal
70,*,OR T44 T45
71,T48,Scope 621 636	Serum or plasma
72,R18,Has_scope Arg1:T46 Arg2:T48
73,R19,Has_value Arg1:T46 Arg2:T47
74,T49,Qualifier 711 716	Serum
75,T50,Qualifier 720 726	plasma
76,T51,Measurement 727 742	potassium level
77,T52,Value 743 777	greater than or equal to 3.5 meq/L
78,*,OR T50 T49
79,T53,Scope 711 726	Serum or plasma
80,R20,Has_scope Arg1:T51 Arg2:T53
81,R21,Has_value Arg1:T51 Arg2:T52
82,T54,Measurement 779 795	Hemoglobin level
83,T55,Value 799 818	7.0 g/dL or greater
84,R22,Has_value Arg1:T54 Arg2:T55
85,T56,Measurement 820 834	Platelet count
86,T57,"Value 838 860	100,000/mm3 or greater"
87,R23,Has_value Arg1:T56 Arg2:T57
88,T58,Person 866 871	women
89,T59,Observation 875 897	childbearing potential
90,T60,Value 901 909	negative
91,T61,Measurement 910 924	pregnancy test
92,T62,Scope 866 897	women of childbearing potential
93,A1,Optional T62
94,R24,Has_value Arg1:T61 Arg2:T60
95,T63,Temporal 937 953	during screening
96,T64,Reference_point 944 953	screening
97,R25,Has_index Arg1:T63 Arg2:T64
98,R26,Has_temporal Arg1:T61 Arg2:T63
99,R27,AND Arg1:T62 Arg2:T61
100,T65,Observation 964 988	written informed consent
101,T66,Observation 1006 1050	ability to attend scheduled follow-up visits
102,T67,Observation 1006 1016;1055 1080	ability to undergo study assessments
103,T68,Observation 1014 1050;990 1001	to attend scheduled follow-up visits Willingness
104,T69,Observation 1014 1016;1055 1080;990 1001	to undergo study assessments Willingness
0,T1,Condition 0 8	Epilepsy
1,T2,Condition 10 23	Hydrocephalus
2,T3,Device 29 46	ventricular drain
3,R1,AND Arg1:T2 Arg2:T3
4,T4,Condition 48 69	Coagulation disorders
5,T5,Condition 71 78	Allergy
6,T6,Drug 82 99	anesthetic agents
7,R2,AND Arg1:T5 Arg2:T6
8,T7,Condition 101 125	Severe health conditions
9,T8,Undefined_semantics 101 125	Severe health conditions
10,T9,Subjective_judgement 101 125	Severe health conditions
11,T10,Condition 134 140	cancer
12,T11,Condition 142 158	failure of heart
13,T12,Condition 142 152;160 164	failure of lung
14,T13,Condition 142 152;166 171	failure of liver
15,T14,Condition 142 152;175 181	failure of kidney
16,*,OR T12 T11 T14 T13 T10
17,T15,"Scope 134 181	cancer, failure of heart, lung, liver or kidney"
18,R3,Has_scope Arg1:T7 Arg2:T15
19,T16,Condition 190 200	infections
20,T17,Undefined_semantics 190 200	infections
21,T18,Temporal 183 189	Active
22,R4,Has_temporal Arg1:T16 Arg2:T18
0,T1,Person 27 31	aged
1,T2,Value 32 55	from 18 to 65 years old
2,R1,Has_value Arg1:T1 Arg2:T2
3,T3,Person 92 98	Female
4,A1,Optional T3
5,T4,Procedure 123 143	contraceptive method
6,R2,AND Arg1:T3 Arg2:T4
7,T5,Condition 435 462	allergic contact dermatitis
8,T6,Drug 466 493	para-phenylenediamine (PPD)
9,R3,AND Arg1:T5 Arg2:T6
10,T7,Condition 520 538	contact dermatitis
11,T8,Drug 516 519	PPD
12,R4,AND Arg1:T7 Arg2:T8
13,T9,Measurement 552 567	PPD patch tests
14,T10,Value 543 551	positive
15,R5,Has_value Arg1:T9 Arg2:T10
16,T11,Scope 516 567	PPD contact dermatitis and positive PPD patch tests
17,R6,Subsumes Arg1:T5 Arg2:T11
18,T12,Condition 625 652	allergic contact dermatitis
19,T13,Drug 621 624	PPD
20,R7,AND Arg1:T12 Arg2:T13
21,T14,Negation 607 609	No
22,R8,Has_negation Arg1:T12 Arg2:T14
23,T15,Measurement 670 684	PPD patch test
24,T16,Value 661 669	negative
25,R9,Has_value Arg1:T15 Arg2:T16
26,T17,Scope 661 684	negative PPD patch test
27,R10,Subsumes Arg1:T17 Arg2:T12
28,T18,Condition 402 410	allergic
29,T19,Observation 587 594	healthy
30,T20,Mood 146 160	Feasibility of
31,T21,Post-eligibility 161 174	patch testing
32,R11,Has_mood Arg1:T21 Arg2:T20
33,T22,Person 58 70	Both genders
34,T23,Mood 195 205	be able to
35,T24,Informed_consent 206 246	understand and sign the Informed Consent
36,T25,Informed_consent 252 291	comply with all aspects of the protocol
37,T26,"Scope 206 291	understand and sign the Informed Consent, and comply with all aspects of the protocol"
38,R12,Has_mood Arg1:T26 Arg2:T23
39,T27,Observation 311 349	registered in a social security system
40,T28,Observation 360 385	health insurance coverage
41,T29,Non-query-able 360 385	health insurance coverage
42,T30,Non-query-able 311 349	registered in a social security system
43,R13,multi Arg1:T30 Arg2:T27
44,R14,multi Arg1:T29 Arg2:T28
0,T1,Measurement 14 25	temperature
1,T2,Value 26 34	> 39.0◦C
2,T3,Person 4 9	child
3,R1,Has_value Arg1:T1 Arg2:T2
4,T4,Qualifier 40 46	severe
5,T5,Condition 47 60	acute illness
6,T6,Qualifier 61 94	as defined by the examining nurse
7,R2,Has_qualifier Arg1:T5 Arg2:T4
8,R3,Has_qualifier Arg1:T5 Arg2:T6
9,T7,Person 100 105	child
10,T8,Measurement 115 142	mid upper arm circumference
11,T9,Value 143 151	< 110 mm
12,R4,Has_value Arg1:T8 Arg2:T9
13,T10,Value 156 178	is older than 6 months
14,T11,Person 159 162	old
15,R5,Has_value Arg1:T11 Arg2:T10
16,T12,Non-representable 179 256	(most feasible local indicator of AIDS and chronic immunosuppressive disease)
17,T13,Person 262 267	child
18,T14,Condition 286 310	severe allergic reaction
19,T15,"Temporal 311 351	after previous vaccination, drug or food"
20,T16,"Reference_point 317 351	previous vaccination, drug or food"
21,R6,Has_index Arg1:T15 Arg2:T16
22,T17,Procedure 326 337	vaccination
23,T18,Procedure 339 343	drug
24,T19,Procedure 347 351	food
25,*,OR T19 T18 T17
26,T20,"Scope 326 351	vaccination, drug or food"
27,T21,Temporal 317 325	previous
28,R7,Has_temporal Arg1:T20 Arg2:T21
29,R8,multi Arg1:T16 Arg2:T20
30,R9,Has_temporal Arg1:T14 Arg2:T15
31,T22,Competing_trial 354 453	the child is enrolled in an ongoing study of Bacillus Calmette Guerin vaccine and is < 2 months old
32,T23,Observation 463 478	RECAMP-MV trial
33,A1,Optional T23
34,T24,Observation 493 515	enrolled in RECAMP-OPV
35,R10,Has_context Arg1:T23 Arg2:T24
0,T1,Condition 83 104	Chronic periodontitis
1,T2,Qualifier 74 82	Advanced
2,T3,Qualifier 62 70	Moderate
3,*,OR T3 T2
4,T4,Scope 62 82	Moderate to Advanced
5,R1,Has_scope Arg1:T1 Arg2:T4
6,T5,Condition 33 46	teeth present
7,T6,Multiplier 21 32	at least 12
8,R2,Has_multiplier Arg1:T5 Arg2:T6
9,T7,Multiplier 120 129	2 or more
10,T8,Condition 130 149;170 211	interproximal sites with probing pocket depths of 5mm or more
11,T9,Value 200 211	5mm or more
12,T10,Multiplier 216 225	2 or more
13,T11,Condition 226 245;265 306	interproximal sites of probing attachment loss of 4mm or more
14,R3,Has_multiplier Arg1:T11 Arg2:T10
15,T12,Value 295 306	4mm or more
16,T13,Qualifier 313 328	bled on probing
17,T14,Procedure 321 328	probing
18,R4,Has_qualifier Arg1:T11 Arg2:T13
19,R5,Has_multiplier Arg1:T8 Arg2:T7
0,T1,Procedure 0 7	Surgery
1,T2,Condition 24 40	ocular pathology
2,T3,Temporal 15 23	previous
3,R1,Has_temporal Arg1:T2 Arg2:T3
4,*,OR T1 T2
5,T4,Condition 54 58	scar
6,T5,Observation 59 79	change in the cornea
7,T6,Condition 81 89	glaucoma
8,T7,Condition 91 104	retinopathies
9,*,OR T4 T5 T6 T7
10,T8,"Scope 54 104	scar/change in the cornea, glaucoma, retinopathies"
11,R2,Subsumes Arg1:T2 Arg2:T8
12,T9,Condition 126 134	diabetes
13,T10,Condition 141 156	immunodepressed
14,*,OR T10 T9
15,T11,Condition 172 181	infection
16,T12,Qualifier 163 171	systemic
17,T13,Temporal 182 198	during the study
18,T14,Reference_point 189 198	the study
19,T15,Condition 226 245	ocular inflammation
20,T16,Condition 226 232;246 255	ocular infection
